label,label_num,clean_message
ham,0,nice day today love dearly
ham,0,aiyo bit pai seh noe scared dun rem am die hee become better lookin oredi leh
ham,0,aight ask roommates
ham,0,now whats house again beer
ham,0,wan meet combine parts da rest da project going
ham,0,getting tickets walsall tue th march mate getting sat ill pay treat want go txt bak terry
ham,0,yes chatting
ham,0,hi jess dont know if work call im home eve xxx
ham,0,sian aft meeting supervisor got work liao working now
ham,0,going write ccna exam week
ham,0,well watch shrek
ham,0,am much dirty fellow
ham,0,dunno dat wat told ok lor
ham,0,probably tomorrow even later tonight if something going
ham,0,couldn say dying man feel sad him go wanted know probably gone late night
ham,0,if thinking lifting one
ham,0,same dun wan dun like already ah wat doing now still eating
ham,0,sent ur email id soon
ham,0,wat makes people dearer de happiness dat feel meet de pain feel miss dem
ham,0,dude teresa hope okay didnt hear people called received package since dec lt gt thot ld like know fantastic year best reading plus if really really bam first aid usmle work done
ham,0,hey gorgeous man work mobile number good one babe squishy mwahs
ham,0,call later pls
spam,1,hottest pics straight phone see getting wet wanting xx text pics now txt costs textoperator ga xxx
ham,0,way stay oh
ham,0,hello thanx taking call got job starts monday
ham,0,time ur flight tmr
ham,0,come over
ham,0,rather prominent bite mark right cheek
ham,0,september
ham,0,wet right now
ham,0,husband
spam,1,hack chat get backdoor entry chat rooms fraction cost reply neo call subscribe pm dps bcm box ldn wc xx
ham,0,doing norm tomorrow finish cos st tests need sort library stuff point tomo got letter today access til end march better get move
ham,0,yeah got list only joanna if feeling really anti social
ham,0,am office na
ham,0,comingdown later
ham,0,super da good replacement murali
ham,0,da good good player unsold
ham,0,hi want join sts later meeting five call class
ham,0,engalnd telly decided won let watch mia elliot kissing damn
spam,1,free nokia motorola upto mths price linerental free net mins txt mth free tooth call mobileupd call optout wv
ham,0,dont want hear philosophy say happen
ham,0,got job wipro get every thing life years
ham,0,cant get da laptop matric card wif lei
ham,0,dunno da next show aft toa payoh got
spam,1,nd time tried contact won pound prize claim easy call now only per min bt national rate
ham,0,made payments dont much sorry want fedex way
ham,0,play one day last year know even though good team like india
ham,0,only girl waiting reception ah
ham,0,say slowly god love amp need clean heart blood send ten special people amp miracle tomorrow pls pls
ham,0,hate turns fun shopping trip annoying day everything look her house
ham,0,sir am waiting call
ham,0,want come online
ham,0,work reach consensus next meeting
ham,0,aiyah wait lor entertain hee
ham,0,last thing ever wanted hurt didn think laugh embarassed delete tag keep going far knew wasn even fact even felt like hurt shows really don know messy wednesday wasn bad problem time clean choose skype take pictures sleep want go don mind things don make bed throw laundry top friend house embarassed underwear bras strewn bed pillows floor something else used good least making bed
ham,0,let know kicks
ham,0,call him now ok said call him
ham,0,call number available appointment ask connect call waheed fathima
ham,0,go buy wif him meet later
ham,0,mmmm fuck fair know weaknesses grins pushes knee exposes belly pulls head don forget know yours wicked smile
ham,0,today system sh get ready well am also deep well
ham,0,mom wants know
ham,0,aight text back
ham,0,dont know supports ass srt thnk think ps play usb
ham,0,oh ok didnt know meant yep am baby jontin
spam,1,won guaranteed cash prize claim yr prize call customer service representative
spam,1,like see xxx pics hot nearly banned uk
spam,1,hmv bonus special pounds genuine hmv vouchers won answer easy questions play now send hmv info www percent real com
ham,0,watching tv now got new job
ham,0,pen thing beyond joke wont biro don masters ever again
ham,0,am party alex nichols
spam,1,secret admirer looking make contact find reveal thinks ur special call
ham,0,seeing missed call dear brother gr day
ham,0,ok finishing soon
ham,0,sorry help
ham,0,come slave doing again going shell unconsciously avoiding making unhappy
ham,0,love ass enjoy doggy style
ham,0,think asking gym excuse lazy people jog
spam,1,dear xxxxxxx invited xchat final attempt contact txt chat msgrcvdhg suite lands row hl ldn yrs
spam,1,urgent please call landline abta complimentary tenerife holiday cash await collection sae cs box cw wx ppm
ham,0,way home if long dry spell season over
ham,0,gotta collect da car lei
ham,0,ok knackered came home went sleep good full time work lark
ham,0,probably earlier if station think
spam,1,call listen extreme dirty live chat going office right now total privacy one knows sic listening min mp
ham,0,good morning plz call sir
spam,1,freemsg hey got video pic fones reply wild txt ill send pics hurry im bored work xxx rcvd stop stop
ham,0,uh heads don much left
ham,0,tot outside cos darren say come shopping course nice wat jus went sim lim look mp player
ham,0,aight sounds good want come
ham,0,wat like ur birthday
ham,0,love working home
ham,0,miss vday parachute double coins know well
ham,0,sorry call later
ham,0,sister got placed birla soft da
spam,1,free entry weekly comp chance win ipod txt pod get entry std txt rate apply details
ham,0,wah okie okie muz make use unlimited haha
ham,0,people mu table lambda
ham,0,stop old man get build snowman snow angels snowball fights
ham,0,ello babe ok
ham,0,hello beautiful ok kinda ad row wiv walked pub wanted night wiv miss
ham,0,going ikea str aft dat
ham,0,becoz lt gt jan whn al post ofice holiday cn go fr post ofice got duffer
ham,0,lol grr mom taking forever prescription pharmacy like minutes away ugh
ham,0,real tho sucks even cook whole electricity hungry
ham,0,want go
spam,1,new textbuddy chat horny guys ur area free receive search postcode gaytextbuddy com txt one name rpl stop cnl
ham,0,time month mid time
ham,0,fffff text kadeem far gone
ham,0,leaving ok lor go elsewhere eat thk
ham,0,fujitsu series lifebook good
ham,0,yar wanted scold yest late already got zhong se qing if ask ask go lor still act real
ham,0,dont know bring food
ham,0,current food am alone also
ham,0,sch fr dun haf da book sch home
ham,0,hello going village pub come accordingly ok
ham,0,ok
ham,0,don call like lt gt times oh give us hypertension oh
ham,0,dont give monkeys wot think certainly don mind friend mine don sleep wiv wud annoyin
ham,0,omg snow tonite
spam,1,call tells call claim prize enter ur mobile personal details prompts careful
spam,1,free st week entry textpod chance win gb ipod cash every wk txt vpod ts cs www textpod net custcare
ham,0,carry disturbing
ham,0,pa tell went bath
ham,0,jus finished avatar nigro
ham,0,over scratching
ham,0,hope having great day
ham,0,idea know anyplaces doing something
ham,0,planning usually stops find hella weed smoke hella weed
ham,0,fact cleaning shows know upset priority constantly want need
ham,0,excellent ready moan scream ecstasy
spam,1,people dogging area now call join like minded guys arrange yourself evening minapn ls bb
ham,0,dude avatar imp one point thought actually flies room almost tried hittng one reflex
spam,1,well done costa del sol holiday await collection call now toclaim sae tcs pobox stockport sk xh cost pm max mins
ham,0,cant come search job
ham,0,got lousy sleep kept waking every hours see if cat wanted come worry him cold
ham,0,yeah leave couple minutes amp let know get mu
ham,0,call make sure dat woken
ham,0,hey go jazz power yoga hip hop kb yogasana
ham,0,battery mr adewale uncle aka egbon
ham,0,cant pick phone right now pls send message
ham,0,wait min stand bus stop
ham,0,oh ic thought meant mary jane
ham,0,haha really oh deduct lesson tmr
ham,0,nah im goin wrks wot bout
ham,0,eat shit wait ur monkey face bitch asshole
ham,0,good night am going sleep
ham,0,aight grab something eat text back mu
ham,0,cant come search job
ham,0,take something pain if moves however side next hrs see doctor
ham,0,lol oh babe wont sliding place midnight thanks invite
ham,0,howz persons story
spam,1,guess somebody know secretly fancies wanna find give us call landline datebox essexcm xn min
ham,0,lol awesome payback
spam,1,free text messages valid december
ham,0,yes completely form clark also utter waste
ham,0,honeybee said sweetest world god laughed amp said wait havnt met person reading msg moral even god crack jokes gm gn ge gn
ham,0,thanks only tescos quite nice gone now speak soon
ham,0,feathery bowa something guys don know
ham,0,even cant close eyes vava playing umma
ham,0,laptop noe infra slow lar wan fast one
spam,1,won guaranteed award even cashto claim ur award call free stop getstop php
ham,0,nvm ok
ham,0,enjoy ur life good night
ham,0,yes meet town cos go gep home text bus stop don worry finished march ish
ham,0,askd question hours answer
ham,0,thats cool cum
ham,0,delhi chennai still silent
ham,0,lol alright thinkin haha
spam,1,reply win weekly fifa world cup held send stop end service
ham,0,same boat still moms check yo half naked
ham,0,shhhhh nobody supposed know
ham,0,sorry call later
ham,0,sorry call later meeting thing related trade please call arul lt gt
ham,0,hey late amk need drink tea coffee
ham,0,wnt buy bmw car urgently vry urgent hv shortage lt gt lacs source arng dis amt lt gt lacs thats prob
spam,1,urgent please call landline abta complimentary tenerife holiday cash await collection sae cs box cw wx ppm
ham,0,length same top shorter got fringe now thk going liao lazy dun wan distract also
ham,0,antha num corrct dane
ham,0,calls messages missed calls
ham,0,sorry call later
ham,0,basket gettin full tonight
ham,0,hi darlin ive got back really nice night thanks much lift see tomorrow xxx
ham,0,valentines huh proof fb page ugh glad really didn watch rupaul show tool
spam,1,free tones hope enjoyed new content text stop unsubscribe help provided tones co uk
ham,0,eh den sat book kb liao huh
ham,0,practising curtsey
ham,0,come get pickle
ham,0,lol boo hoping laugh
ham,0,yeh am def something sat got payed day havbeen given pay rise work havebeen made preschoolco ordinator am feelingood luv
ham,0,well leave class babe never came back hope nice sleep love
ham,0,lmao fish memory need
ham,0,going sch mon sis need take smth
ham,0,idea soon get converted live
spam,1,themob yo yo yo comes new selection hot downloads members get free click open next link sent ur fone
ham,0,india going draw series many years south african soil
ham,0,goodmorning today am late lt decimal gt min
ham,0,take major roles community outreach rock mel
ham,0,shopping lor raining mah hard leave orchard
ham,0,hi birth lb oz mother baby doing brilliantly
ham,0,see forwarding message proof
ham,0,keep going never intention run if choose rather keep room clean don say visitors maybe best choice yes wanted embarassed maybe feel feel friend wants drop buy say happened morning tried everything don know else
ham,0,dunno lei thk mum lazy go neva ask her
ham,0,whatever want know rules talk earlier week start happening showing responsibility every week bend rule way way whatever tired having thia same argument every week lt gt movie doesnt inlude previews still getting
ham,0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning
spam,1,great news call freefone claim guaranteed cash gift speak live operator now
ham,0,ambrith madurai met arun dha marrge remembr
ham,0,read shame tell takes if runs blame ever really ever long time
ham,0,princess kitty shaved natural
ham,0,better bb if wont use his wife doctor
ham,0,ya came ago
ham,0,tomorrow onwards eve work
ham,0,anything lor toa payoh got place walk meh
ham,0,don anybody number still haven thought tactful way ask alex
spam,1,win music gift vouchers every week starting now txt word draw tscs www ldew com skillgame winaweek age ppermesssubscription
ham,0,movie theatre go watch unlimited movies pay
ham,0,having lunch alone now bored
ham,0,yes obviously eggs pert potato head speak soon
ham,0,nah man car meant crammed full people
ham,0,got new job bar airport satsgettin per hour means lie keep touch
ham,0,kallis ready bat nd innings
ham,0,thanx birthday over already
ham,0,ugh apologize admit wrong ask take back
ham,0,noe la wana pei bf oso rite lor days den
ham,0,yes small kid boost secret energy
ham,0,im gonna miss much
ham,0,avatar supposed subtoitles
ham,0,simply sitting watching match office
ham,0,jot things want remember later
ham,0,oh sorry please over
ham,0,hey going lo lesson gym
ham,0,dont pack buy store like cereals if pack food pack gari something ja miss
ham,0,always make things bigger
ham,0,dun wan watch infernal affair
ham,0,waking afternoon sup
spam,1,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update now stoptxt
ham,0,send pic if like
ham,0,okay booked already including one bugis
ham,0,aight fuck get later
ham,0,de call time ill tell
ham,0,dont use hook
ham,0,much blackberry bold nigeria
ham,0,hi home calicut
ham,0,hey darlin pick college if tell wen mt love pete xx
spam,1,call use ur mins calls cast min mob vary service provided aom gbp month aom box er stop ages only
ham,0,oh thkin goin yogasana den nd go den rush parco nb okie lor call ready
ham,0,late need go get da laptop
ham,0,sir am waiting mail
ham,0,please charge mobile get morning
ham,0,nothing got msg frm tht unknown
ham,0,ugh fuck resubbing eve
ham,0,didn see his shadow get early spring yay
ham,0,one slice one breadstick lol
ham,0,hey want crave miss need love ahmad saeed al hallaq
ham,0,training tomorrow
spam,1,urgent mobile won bonus caller prize nd attempt reach call asap box qp ppm
ham,0,pass dis ur contacts see wat get red luv wid blue put smile face purple realy hot pink swt orange thnk lyk green realy wana go wid yelow wnt bck black jealous brown miss nw plz giv one color
ham,0,cos daddy arranging time wat time fetch mah
ham,0,eldest know
ham,0,say hi drugdealer
ham,0,hard believe things like say lie think twice saying anything
spam,1,eerie nokia tones rply tone title eg tone dracula titles ghost addamsfa munsters exorcist twilight www getzed co uk pobox wq
spam,1,sexy singles waiting text age followed gender wither gay men text age followed
ham,0,good night dear sleepwell amp take care
ham,0,wondarfull song
spam,1,freemsg claim ur sms messages text ok now use web mobile ur mates etc join txt com wk box la wu remove txtx stop
ham,0,yar lor actually quite fast cos da ge slow wat haha
ham,0,come later normally bathe him da afternoon mah
ham,0,trust even if isn
ham,0,hey hun onbus goin meet him wants go meal donyt feel like cuz get last bus home hes sweet latelyxxx
spam,1,free ringtone reply real
ham,0,take like noon
ham,0,opening mca
ham,0,aight wat happening side
ham,0,done oredi
ham,0,sweet well princess please tell likes dislikes bed
ham,0,wish great semester
ham,0,moji love words rich day
ham,0,dude like buff wind
ham,0,alright babe justthought sayhey doin nearly endof wk offdam nevamind hook sn if uwant lovejen
spam,1,well done england get official poly ringtone colour flag yer mobile text tone flag now opt txt eng stop box wx
ham,0,give everything want need actually better yourself yor own got money get work get man pay rent even fill fucking gas tank yes stressed depressed didn even call home thanksgiving cuz tell nothing
ham,0,kallis wont play first two odi
ham,0,get cash together text jason
ham,0,oh love soooo good hear omg missed much today sorry having problems provider thank tming
spam,1,final chance claim ur worth discount vouchers today text yes now savamob member offers mobile cs savamob pobox uz subs
spam,1,private account statement shows unredeemed bonus points claim call identifier code expires
ham,0,probably want pick
ham,0,done
ham,0,cutest girl world
ham,0,dice art class thru thanks though idea time come tomorrow
spam,1,sms services inclusive text credits pls goto www comuk net login unsubscribe stop extra charge help po box ip
ham,0,oh howda gud gud mathe en samachara chikku
ham,0,thk lor dunno get tickets wat doing now
ham,0,audrie lousy autocorrect
ham,0,site simulate test gives tough questions test readiness
ham,0,anyway seriously hit back otherwise light armand always shit vomiting
ham,0,fetch yun fetch
ham,0,thank like well
ham,0,hmmm imagine come home having rub feet make dinner help get ready date sure ready kind life
spam,1,free day sexy st george day pic jordan txt pic dont miss every wk saucy celeb pics pocketbabe co uk wk
ham,0,lara said loan lt gt
ham,0,spare power supplies
ham,0,yar quite clever aft many guesses lor got ask bring thk darren willing go aiya thk leona still attach wat
spam,1,winner specially selected receive cash award speak live operator claim call am pm cost
ham,0,yeah don go bed back midnight
spam,1,sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box bray wicklow eire quiz starts saturday unsub stop
ham,0,well wasn available washob nobbing last night ask nickey platt instead
ham,0,time week again ryan
ham,0,wish many many returns day happy birthday vikky
spam,1,win music gift vouchers every week starting now txt word draw tscs www idew com skillgame winaweek age ppermesssubscription
ham,0,hope know still mad
ham,0,argh spotty anyway only thing remember research province sterling only problem free places looked
ham,0,xam hall boy asked girl tell starting term dis answer den manage own lot hesitation lookin around silently said intha ponnungale ipaditan
ham,0,know result
spam,1,congratulations week competition draw won prize claim call cs stop sms over only ppm
ham,0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night
ham,0,sorry im getting now feel really bad totally rejected kinda thing
ham,0,got shitload diamonds though
ham,0,tessy pls favor pls convey birthday wishes nimya pls dnt forget today her birthday shijas
ham,0,well going aunty
ham,0,mine like fr china noisy
ham,0,later guess needa mcat study
ham,0,training manual show tech process password reset troubleshooting
spam,1,voucher marsms log onto www utele com discount credit opt reply stop customer care call
ham,0,spoke uncle john today strongly feels need sacrifice keep going call beg listen dont make promises make clear things easy need please let us work things long keep expecting help creativity stifled pls keep him happy promises part
ham,0,if started searching get job days great potential talent
ham,0,carlos took again leave minute
ham,0,well done luv ya
ham,0,came hostel
ham,0,still loving
ham,0,juz remembered gotta bathe dog today
ham,0,drug able eat
ham,0,alright took morphine back yo
ham,0,see requirements please
ham,0,stayin trouble stranger saw dave day sorted now still bloke gona get girl mr ur mum still thinks get getha
spam,1,freemsg hey buffy love satisfy men home alone feeling randy reply pix qlynnbv help msg send stop stop txts
spam,1,sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box bray wicklow eire quiz starts saturday unsub stop
ham,0,collect ur laptop
ham,0,ok later showing around if want cld drink wld prefer spend money nosh if don mind doing nxt wk
ham,0,get home
ham,0,waaaat lololo ok next time
ham,0,table occupied waiting tree
ham,0,surely dont forgot come always touch
ham,0,hi kindly give us back documents submitted loan stapati
ham,0,dont buy one dear
ham,0,oh god am happy see message days
ham,0,year many miles
ham,0,hey cutie goes wales kinda ok like hills shit still avent killed myself
ham,0,sad story man last week day wife nt wish parents forgot kids went work even colleagues wish entered cabin pa said happy day boss felt special askd lunch lunch invited her apartment went said mind if go bedroom minute ok sed sexy mood came minuts latr wid cake wife parents kidz friends colleagues screaming surprise waiting sofa naked
ham,0,think go honesty road call bank tomorrow tough decisions make us great people
spam,1,free st week nokia tone ur mob every week txt nokia get txting tell ur mates zed pobox wq norm tone
ham,0,specialisation work slave labor look month sha cos shakara beggar
ham,0,replying boye changed his phone number
ham,0,go write msg put dictionary mode cover screen hand press lt gt gently remove ur hand interesting
ham,0,hi darlin im way london smashed another driver big dent im really missing xxx
ham,0,nothing really making sure everybody speed
ham,0,coming home dinner
ham,0,thank way lost
ham,0,yes good crickiting mind
ham,0,thx well months
spam,1,shop till drop cash travel voucher call now ntt po box cr bt fixedline cost ppm mobile vary
ham,0,please come now imin town dontmatter if urgoin outl reallyneed docd please dontplease dontignore mycalls thecd isv important tome moro
ham,0,wont wat wit guys
ham,0,yavnt tried never played original
ham,0,hiya good day spoken since weekend
ham,0,see thought
ham,0,work please call
ham,0,get ready moan scream
ham,0,oh got job whats
ham,0,don think don need going late school night especially one class one missed last wednesday probably failed test friday
ham,0,popping lt gt ibuprofens help
ham,0,babe goes day doing sip cappuccino think love send kiss across sea
ham,0,ok
ham,0,ps ur grown now right
ham,0,chinatown got porridge claypot rice yam cake fishhead beehoon eat cheap den go cafe tok go nydc somethin
ham,0,know people hit fuck yes
ham,0,purity friendship two smiling reading forwarded message smiling seeing name gud evng
ham,0,anything specific doing regards jaklin idk fuck
ham,0,oh god gonna google nearby cliffs now
spam,1,free camera phones linerental month cross ntwk mins price txt bundle deals also avble call call optout mf
ham,0,yup shd haf ard pages if add figures got many pages
ham,0,ooh got gonna start belly dancing moseley weds if want join cafe
ham,0,thankyou much call appreciate care
ham,0,congrats treat pending am mail days mail thru respect mother home check mails
ham,0,called one pick phone ask already said ok
ham,0,hi email address changed now
ham,0,aluable ffectionate oveable ternal oble ruthful ntimate atural namous happy valentines day advance
ham,0,much textin bout
ham,0,bring if got
ham,0,movie call wat
ham,0,sure stomach
ham,0,haha having dinner cousin
ham,0,boy late home his father power frndship
ham,0,man carlos definitely coming mu tonight excuses
ham,0,soon real thing princess make wet
ham,0,raji pls favour pls convey birthday wishes nimya pls today her birthday
ham,0,haha legs neck killing amigos hoping end night burn think swing like hour
spam,1,urgent mobile xxxxxxxxx won bonus caller prize nd attempt reach call asap box qp ppm
ham,0,usually body takes care buy making sure doesnt progress pls continue talk saturday
spam,1,urgent costa del sol holiday await collection call now toclaim sae tc pobox stockport sk xh cost pm max mins
ham,0,hmm well night night
ham,0,wanted say holy shit guys weren kidding bud
ham,0,gettin bit arty collages mo well tryin ne way got roast min lovely enjoy
ham,0,one days billion classes right
ham,0,goodmorning today am late hrs back pain
ham,0,ok let him noe later ask him call tmr
ham,0,prabha soryda realy frm heart sory
ham,0,ok waliking ard now wan buy anything go ur house
ham,0,two cartons pleased shelves
ham,0,nice talking please dont forget pix want see
spam,1,won guaranteed cash prize claim yr prize call customer service representative am pm cost
ham,0,really quite funny lor wat shd haf run shorter distance wat
ham,0,notice like looking shit mirror youre turning right freak
ham,0,great getting worried know wonderful caring person like only best life know wonderful god love yours
spam,1,thanks ringtone order ref number mobile charged tone arrive please call customer services
ham,0,prefer free days tues wed fri oso ask workin lor
ham,0,alrite jod hows revision goin keris bin doin smidgin way wanna cum over college xx
ham,0,if belive come home
ham,0,oh take test
ham,0,exact intentions
ham,0,haha money leh later got go tuition haha looking empty slots driving lessons
ham,0,hey thk juz go accordin wat discussed yest lor except kb sun cos nt much lesson go if attend kb sat
ham,0,wen ur free come home also tel vikky hav sent mail him also better come evening il free today aftr pm
ham,0,nothing getting msgs dis name wit different
ham,0,good morning plz call sir
ham,0,room number again wanna make sure knocking right door
ham,0,si como listened plaid album quite gd new air hilarious also bought braindance comp ofstuff aphex abel hav hear sn xxxx
ham,0,pls tell nelson bb longer comin money expecting aint coming
ham,0,give her something drink if takes doesn vomit her temp drop if unmits however let know
ham,0,think sent text home phone cant display texts if still want send his number
ham,0,every day use sleep lt gt only
ham,0,call close
ham,0,buy newspapers already
ham,0,nope wif sis lor aft bathing dog bathe looks like going rain soon
ham,0,boo way moms making tortilla soup yummmm
ham,0,management puzzeles
ham,0,find way didn include details
spam,1,hi ya babe goten bout scammers getting smart though regular vodafone if respond get further prem rate msg subscription nos used also beware
spam,1,back work morro half term over nite sexy passion go back chat now luv dena calls minmobsmorelkpobox hp fl
ham,0,like spoiled
spam,1,thanks ringtone order ref number mobile charged tone arrive please call customer services
ham,0,am getting threats sales executive shifad raised complaint him official message
ham,0,hope things went well doctors reminds still need go little thing left lounge
ham,0,den wat schedule lk sun
ham,0,lol enjoy role playing much
ham,0,ok watching tv
ham,0,lov line hurt truth don mind wil tolerat bcs ur someone never comfort lie gud ni sweet dreams
ham,0,checked heading drop stuff now
ham,0,got lots hair dresser fr china
ham,0,sad story man last week day wife nt wish parents forgot kids went work even colleagues wish
ham,0,ill call evening ill ideas
spam,1,splashmobile choose gr tones wk subscrition service weekly tones costing one credit kick back enjoy
ham,0,show him wot say him dust
ham,0,take lt gt min
spam,1,heard call rude chat private line cum wan pics gettin shagged text pix end send stop sam xxx
ham,0,ok now am bus if come soon come otherwise tomorrow
ham,0,cant pick phone right now pls send message
spam,1,forwarded free entry weekly comp send word enter now www textcomp com
ham,0,finish liao
spam,1,lost pound help
ham,0,haha think
ham,0,know watchin lido
ham,0,life spend someone lifetime meaningless moments spent someone really love means life itself
ham,0,haha awesome couple times coming
ham,0,cold dont sad dear
ham,0,think stop like hour roommate looking stock trip
ham,0,telly brdget jones
ham,0,love aathi love lot
ham,0,hello im bored inever thought id get bored tv am tell something exciting happened anything
ham,0,hmm bad news hype park plaza studio taken only left bedrm
ham,0,sorry call later meeting
ham,0,comin back dinner
ham,0,hav almost reached call unable connect
ham,0,waited yesterday
ham,0,reach home safe sound liao
ham,0,velly good yes please
ham,0,hi wkend ok journey terrible wk good huge back log marking
ham,0,two letters copy cos one message speak soon
ham,0,alex knows guy sells mids south tampa don think set like
ham,0,dont message offer
spam,1,mobile mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd freefone stoptx
ham,0,hey babe doin wot nite love annie
ham,0,remind get
ham,0,romantic
ham,0,hello damn christmas thing think decided keep mp doesnt work
spam,1,new message please call
ham,0,hi darlin im missin hope having good time back time if give call home jess xx
spam,1,forwarded hi mailbox messaging sms alert messages matches please call back retrieve messages matches
ham,0,draw va dont think
ham,0,dont pick call something important tell hrishi
spam,1,congrats year special cinema pass yours call now suprman matrix starwars etc free bx ip pm dont miss
ham,0,nothin comes mind help buy hanger lor ur laptop heavy
ham,0,lt gt guess easy enough
ham,0,make baby yo tho
ham,0,tell friend come round til like lt gt ish
ham,0,friendship poem dear dear near hear dont get fear live cheer tear always dear gud ni
ham,0,still area restaurant ill try come back soon
ham,0,aight work thanks
spam,1,win year supply cds store ur choice worth enter weekly draw txt music ts cs www ldew com subs win ppmx
spam,1,moby pub quiz win high street prize if know new duchess cornwall txt her first name unsub stop sp arrow
ham,0,sleeping bags blanket paper phone details anything else
spam,1,won nokia get win free auction take part send nokia now hg suite lands row jhl
spam,1,congratulations thanks good friend won xmas prize claim easy call now only per minute bt national rate
spam,1,tddnewsletter emc co uk games thedailydraw dear helen dozens free games great prizeswith
ham,0,guys
ham,0,also chat awesome don make regular unless see her person
ham,0,significant dont worry
ham,0,cause old live high
ham,0,waqt se pehle naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai
ham,0,way office da
ham,0,place want da
ham,0,pain couldn come worse time
ham,0,ok
ham,0,stalking
ham,0,sorry dude dont know forgot even dan reminded sorry hope guys fun
ham,0,ok lor
ham,0,apps class varaya elaya
ham,0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish merry xmas
spam,1,urgent mobile number won bonus caller prize nd attempt reach call asap box qp ppm
ham,0,day asked anand number
ham,0,am surfing online store offers want buy thing
ham,0,long beach lor expected having dinner now
ham,0,home way
ham,0,fine thanks
ham,0,happen her tell truth
ham,0,like italian food
ham,0,weird know one point
ham,0,aww nearly dead well jez iscoming over todo workand whilltake forever
ham,0,tell friends plan valentines day lt url gt
ham,0,alright see bit
ham,0,cheers message zogtorius staring phone age deciding whether text
ham,0,take care financial problem help
ham,0,tell dear happen talking like alian
spam,1,double mins txts orange price linerental motorola sonyericsson tooth free nokia free call mobileupd optout hv
ham,0,go write msg put dictionary mode cover screen hand press lt gt gently remove ur hand interesting
ham,0,okie
ham,0,hi yijue meet tmr
ham,0,posible dnt live lt gt century cm frwd thnk different
ham,0,dint slept afternoon
ham,0,seems unnecessarily affectionate
ham,0,yar else thk sorts funny things
ham,0,place man
spam,1,download many ringtones like restrictions choose even send yr buddys txt sir
ham,0,thats cool day
spam,1,please call immediately urgent message waiting
ham,0,going lt gt bus
ham,0,hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss
ham,0,joined today itself
ham,0,okay same well thanks clarification
ham,0,talk others probably come early tomorrow
spam,1,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed per logo pic
ham,0,money issue weigh thanks breathe easier now make sure dont regret thanks
ham,0,hi sorry missed call pls call back
ham,0,doing hope settled new school year wishin gr day
spam,1,fantasy football back tv go sky gamestar sky active play dream team scoring starts saturday register now sky opt
ham,0,ok need tell anything am going sleep good night
ham,0,ok try week end course coimbatore
spam,1,tone club subs now expired sub reply monoc monos polyc polys weekly per week txt stop stop msg free stream
ham,0,nice sheffield tom air opinions categories used measure ethnicity next census busy transcribing
ham,0,if home come within min
ham,0,boy loved gal propsd bt didnt mind gv lv lttrs bt her frnds threw thm again boy decided aproach gal dt time truck speeding towards gal wn hit girl boy ran like hell saved her asked hw cn run fast boy replied boost secret energy instantly girl shouted energy thy lived happily gthr drinking boost evrydy moral story hv free msgs gud ni
ham,0,day say cut ur hair paragon called hair sense noe much hair cut
ham,0,hmm many unfortunately pics obviously arent hot cakes kinda fun tho
ham,0,watching tv lor funny bluff her wat izzit thk impossible us
spam,1,xmas prize draws trying contact todays draw shows won prize guaranteed call land line valid hrs only
ham,0,dunno lei neva say
ham,0,thanx day goodmate think ur rite sary asusual cheered love franyxxxxx
ham,0,way home went change batt watch go shop bit lor
spam,1,yes only place town meet exciting adult singles now uk txt chat now msg
ham,0,hi mobile lt gt added contact list www fullonsms com great place send free sms people visit fullonsms com
ham,0,good evening sir hope having nice day wanted bring notice late paying rent past months pay lt gt charge felt inconsiderate nag something give great cost yourself didnt speak however am recession wont able pay charge month hence askin well ahead month end please help thank everything
ham,0,if let want house am
ham,0,best line said love wait till day forget day realize cannot forget gn
ham,0,reach ten morning
ham,0,pussy perfect
ham,0,sorry call later
spam,1,someone contacted dating service entered phone becausethey fancy find call landline pobox rg
ham,0,message responce happend
ham,0,also piece
ham,0,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
ham,0,boo things back home little bored already
ham,0,first gained lt gt kg since took second done blood sugar tests if ok her blood pressure within normal limits worries
ham,0,pick ur fone now dumb
ham,0,thanks da thangam feel happy dear also miss da
ham,0,okey doke home dressed cos laying around ill speak later bout times stuff
ham,0,don run away frm walk slowly amp kills don care enough stop
ham,0,babe back come back
ham,0,well told others marry
ham,0,neshanth tel
ham,0,yo yo yo byatch whassup
ham,0,oh kay sat right
ham,0,hi roger cl
spam,1,babe want dont baby im nasty thing filthyguys fancy rude time sexy bitch go slo hard txt xxx slo msgs
ham,0,oh oh wasted den muz chiong sat sun liao
ham,0,jesus christ bitch trying give drugs answer fucking phone
ham,0,please give pick tuesday evening if ok
